Unnamed: 0,ID,emotion,text,tokens
4146,4146,sadness,the time i lost a badminton match  that i should have won at the zambia closed badminton championships ,"['the', 'time', 'i', 'lost', 'a', 'badminton', 'match', '', 'that', 'i', 'should', 'have', 'won', 'at', 'the', 'zambia', 'closed', 'badminton', 'championships', '']"
4147,4147,fear,when i was a child i hid under the sheets out of fear of darkness ,"['when', 'i', 'was', 'a', 'child', 'i', 'hid', 'under', 'the', 'sheets', 'out', 'of', 'fear', 'of', 'darkness', '']"
4148,4148,sadness,when i see children on t v from areas devastated by drought and war ,"['when', 'i', 'see', 'children', 'on', 't', 'v', 'from', 'areas', 'devastated', 'by', 'drought', 'and', 'war', '']"
4149,4149,sadness,when i lost my father on the 25 th of september 1970   he died of a sore on the leg ,"['when', 'i', 'lost', 'my', 'father', 'on', 'the', '25', 'th', 'of', 'september', '1970', '', '', 'he', 'died', 'of', 'a', 'sore', 'on', 'the', 'leg', '']"
4150,4150,fear,i was testing my new roller skates in the street  suddenly a dog ran barking in my direction  very threatening  i was very startled and terribly upset ,"['i', 'was', 'testing', 'my', 'new', 'roller', 'skates', 'in', 'the', 'street', '', 'suddenly', 'a', 'dog', 'ran', 'barking', 'in', 'my', 'direction', '', 'very', 'threatening', '', 'i', 'was', 'very', 'startled', 'and', 'terribly', 'upset', '']"
4151,4151,guilt,i got up late and i could not go to my lessons on time   when i entered the class room the stare of the teacher and my classmates made me feel guilty ,"['i', 'got', 'up', 'late', 'and', 'i', 'could', 'not', 'go', 'to', 'my', 'lessons', 'on', 'time', '', '', 'when', 'i', 'entered', 'the', 'class', 'room', 'the', 'stare', 'of', 'the', 'teacher', 'and', 'my', 'classmates', 'made', 'me', 'feel', 'guilty', '']"
4152,4152,anger,when others let me down  fail to keep agreements ,"['when', 'others', 'let', 'me', 'down', '', 'fail', 'to', 'keep', 'agreements', '']"
4153,4153,guilt,  no response  ,"['', '', 'no', 'response', '', '']"
4154,4154,joy,when i got my results   i had passed the form iii exams   i had not expected to do so well ,"['when', 'i', 'got', 'my', 'results', '', '', 'i', 'had', 'passed', 'the', 'form', 'iii', 'exams', '', '', 'i', 'had', 'not', 'expected', 'to', 'do', 'so', 'well', '']"
4155,4155,fear,an hour before receiving the certificate results i was very frightened   when i saw others crying i felt very tense and as time went by my fear grew ,"['an', 'hour', 'before', 'receiving', 'the', 'certificate', 'results', 'i', 'was', 'very', 'frightened', '', '', 'when', 'i', 'saw', 'others', 'crying', 'i', 'felt', 'very', 'tense', 'and', 'as', 'time', 'went', 'by', 'my', 'fear', 'grew', '']"
4156,4156,fear,when i had to travel alone  unescorted for the first time      it was an over night journey by train to a distant place ,"['when', 'i', 'had', 'to', 'travel', 'alone', '', 'unescorted', 'for', 'the', 'first', 'time', '', '', '', '', '', 'it', 'was', 'an', 'over', 'night', 'journey', 'by', 'train', 'to', 'a', 'distant', 'place', '']"
4157,4157,disgust,  honestly  i have never felt disgust at any situation in my life  ,"['', '', 'honestly', '', 'i', 'have', 'never', 'felt', 'disgust', 'at', 'any', 'situation', 'in', 'my', 'life', '', '']"
4158,4158,guilt,when i forgot to take out money for my mother  she asked me what she would do  because i had messed up her program for the following day ,"['when', 'i', 'forgot', 'to', 'take', 'out', 'money', 'for', 'my', 'mother', '', 'she', 'asked', 'me', 'what', 'she', 'would', 'do', '', 'because', 'i', 'had', 'messed', 'up', 'her', 'program', 'for', 'the', 'following', 'day', '']"
4159,4159,fear,a friend gave me a lift and we met a road block   he tried  to turn back when an officer shouted at us to stop   my friend took a turn suddenly and the officer raised his gun but by the time we were gone ,"['a', 'friend', 'gave', 'me', 'a', 'lift', 'and', 'we', 'met', 'a', 'road', 'block', '', '', 'he', 'tried', '', 'to', 'turn', 'back', 'when', 'an', 'officer', 'shouted', 'at', 'us', 'to', 'stop', '', '', 'my', 'friend', 'took', 'a', 'turn', 'suddenly', 'and', 'the', 'officer', 'raised', 'his', 'gun', 'but', 'by', 'the', 'time', 'we', 'were', 'gone', '']"
4160,4160,anger,some foreign students playing loud music before the biology examn ,"['some', 'foreign', 'students', 'playing', 'loud', 'music', 'before', 'the', 'biology', 'examn', '']"
4161,4161,guilt,i made an appointment to pick up someone  however i arrived too late and she had to wait a quarter of an hour ,"['i', 'made', 'an', 'appointment', 'to', 'pick', 'up', 'someone', '', 'however', 'i', 'arrived', 'too', 'late', 'and', 'she', 'had', 'to', 'wait', 'a', 'quarter', 'of', 'an', 'hour', '']"
4162,4162,anger,i got angry when i learned how short a time we had to prepare for the term examinations ,"['i', 'got', 'angry', 'when', 'i', 'learned', 'how', 'short', 'a', 'time', 'we', 'had', 'to', 'prepare', 'for', 'the', 'term', 'examinations', '']"
4163,4163,disgust,talking to someone i disliked ,"['talking', 'to', 'someone', 'i', 'disliked', '']"
4164,4164,anger,misunderstood by friends ,"['misunderstood', 'by', 'friends', '']"
4165,4165,guilt,when i forgot to cook something that my mother had told me to  and at supper time the food that i was supposed to have prepared was not there ,"['when', 'i', 'forgot', 'to', 'cook', 'something', 'that', 'my', 'mother', 'had', 'told', 'me', 'to', '', 'and', 'at', 'supper', 'time', 'the', 'food', 'that', 'i', 'was', 'supposed', 'to', 'have', 'prepared', 'was', 'not', 'there', '']"
4166,4166,anger,someone told me we are not as good as the all english class ,"['someone', 'told', 'me', 'we', 'are', 'not', 'as', 'good', 'as', 'the', 'all', 'english', 'class', '']"
4167,4167,guilt,i said nasty things which i did not mean to a friend ,"['i', 'said', 'nasty', 'things', 'which', 'i', 'did', 'not', 'mean', 'to', 'a', 'friend', '']"
4168,4168,shame,one day i got on the bus without any money or season ticket and the driver threw me out ,"['one', 'day', 'i', 'got', 'on', 'the', 'bus', 'without', 'any', 'money', 'or', 'season', 'ticket', 'and', 'the', 'driver', 'threw', 'me', 'out', '']"
4169,4169,joy,i had a quarrel with my fianct  when he admitted his fault  everything was allright  it was then for the first time that he surprised me with coffee and cake and a bunch of flowers ,"['i', 'had', 'a', 'quarrel', 'with', 'my', 'fianct', '', 'when', 'he', 'admitted', 'his', 'fault', '', 'everything', 'was', 'allright', '', 'it', 'was', 'then', 'for', 'the', 'first', 'time', 'that', 'he', 'surprised', 'me', 'with', 'coffee', 'and', 'cake', 'and', 'a', 'bunch', 'of', 'flowers', '']"
4170,4170,anger,recently a good friend only called me when he needed something  he never said  please  or  thank you  or any other kind word ,"['recently', 'a', 'good', 'friend', 'only', 'called', 'me', 'when', 'he', 'needed', 'something', '', 'he', 'never', 'said', '', 'please', '', 'or', '', 'thank', 'you', '', 'or', 'any', 'other', 'kind', 'word', '']"
4171,4171,disgust,finding that a girlfriend of mine was a prostitute and had been seeing many others during our relationship ,"['finding', 'that', 'a', 'girlfriend', 'of', 'mine', 'was', 'a', 'prostitute', 'and', 'had', 'been', 'seeing', 'many', 'others', 'during', 'our', 'relationship', '']"
4172,4172,fear,during a football game i made an offence towards an acquaintance  later on this acquaintance also tackeled me and the game became very rude ,"['during', 'a', 'football', 'game', 'i', 'made', 'an', 'offence', 'towards', 'an', 'acquaintance', '', 'later', 'on', 'this', 'acquaintance', 'also', 'tackeled', 'me', 'and', 'the', 'game', 'became', 'very', 'rude', '']"
4173,4173,fear,while he was drunk  my life partner tried to hit me   i felt scared and fled to the bathroom ,"['while', 'he', 'was', 'drunk', '', 'my', 'life', 'partner', 'tried', 'to', 'hit', 'me', '', '', 'i', 'felt', 'scared', 'and', 'fled', 'to', 'the', 'bathroom', '']"
4174,4174,fear,when i go out alone at night ,"['when', 'i', 'go', 'out', 'alone', 'at', 'night', '']"
4175,4175,guilt,one day my mother forced me to eat more and i refused  the next day she served me more rice and mutton pieces than usual   when i saw this i got very angry and scolded her  and refused to eat   later i felt guilty and asked her to excuse me ,"['one', 'day', 'my', 'mother', 'forced', 'me', 'to', 'eat', 'more', 'and', 'i', 'refused', '', 'the', 'next', 'day', 'she', 'served', 'me', 'more', 'rice', 'and', 'mutton', 'pieces', 'than', 'usual', '', '', 'when', 'i', 'saw', 'this', 'i', 'got', 'very', 'angry', 'and', 'scolded', 'her', '', 'and', 'refused', 'to', 'eat', '', '', 'later', 'i', 'felt', 'guilty', 'and', 'asked', 'her', 'to', 'excuse', 'me', '']"
4176,4176,joy,when i attended my cousin s 31 st birthday ,"['when', 'i', 'attended', 'my', 'cousin', 's', '31', 'st', 'birthday', '']"
4177,4177,joy,got through first semester university ,"['got', 'through', 'first', 'semester', 'university', '']"
4178,4178,fear,my 80 year old grandfather underwent three successive operations during a single year   the third operation was risky and i was scared that he would die and feared that my grandmother would be very sad ,"['my', '80', 'year', 'old', 'grandfather', 'underwent', 'three', 'successive', 'operations', 'during', 'a', 'single', 'year', '', '', 'the', 'third', 'operation', 'was', 'risky', 'and', 'i', 'was', 'scared', 'that', 'he', 'would', 'die', 'and', 'feared', 'that', 'my', 'grandmother', 'would', 'be', 'very', 'sad', '']"
4179,4179,guilt,with a group of handicapped people we went to a party  when we wanted to leave we were not able to find one of these people  i had told his mother that we would leave at 4 30 p m   actually it was planned for 3 30 p m  therefore there was a delay ,"['with', 'a', 'group', 'of', 'handicapped', 'people', 'we', 'went', 'to', 'a', 'party', '', 'when', 'we', 'wanted', 'to', 'leave', 'we', 'were', 'not', 'able', 'to', 'find', 'one', 'of', 'these', 'people', '', 'i', 'had', 'told', 'his', 'mother', 'that', 'we', 'would', 'leave', 'at', '4', '30', 'p', 'm', '', '', 'actually', 'it', 'was', 'planned', 'for', '3', '30', 'p', 'm', '', 'therefore', 'there', 'was', 'a', 'delay', '']"
4180,4180,guilt,i lied to one of my best friends ,"['i', 'lied', 'to', 'one', 'of', 'my', 'best', 'friends', '']"
4181,4181,joy,family member survived an operation ,"['family', 'member', 'survived', 'an', 'operation', '']"
4182,4182,anger,an unjust refree decision at a sports event when i was the team leader ,"['an', 'unjust', 'refree', 'decision', 'at', 'a', 'sports', 'event', 'when', 'i', 'was', 'the', 'team', 'leader', '']"
4183,4183,anger,one of my friends went and told another friend of mine that i was going abut with another guy in lilongwe besides the one i had  she said i was seen with him hand in hand ,"['one', 'of', 'my', 'friends', 'went', 'and', 'told', 'another', 'friend', 'of', 'mine', 'that', 'i', 'was', 'going', 'abut', 'with', 'another', 'guy', 'in', 'lilongwe', 'besides', 'the', 'one', 'i', 'had', '', 'she', 'said', 'i', 'was', 'seen', 'with', 'him', 'hand', 'in', 'hand', '']"
4184,4184,sadness,a person died  not really a friend  ,"['a', 'person', 'died', '', 'not', 'really', 'a', 'friend', '', '']"
4185,4185,joy,when my affairs with the girl i love settled positively ,"['when', 'my', 'affairs', 'with', 'the', 'girl', 'i', 'love', 'settled', 'positively', '']"
4186,4186,disgust,my notes were not returned to me  it kept on being procrastinated ,"['my', 'notes', 'were', 'not', 'returned', 'to', 'me', '', 'it', 'kept', 'on', 'being', 'procrastinated', '']"
4187,4187,disgust,when i found out some family friends were embezzelling the company they worked for   using company petrol and food supplies and claiming furniture and crockery ,"['when', 'i', 'found', 'out', 'some', 'family', 'friends', 'were', 'embezzelling', 'the', 'company', 'they', 'worked', 'for', '', '', 'using', 'company', 'petrol', 'and', 'food', 'supplies', 'and', 'claiming', 'furniture', 'and', 'crockery', '']"
4188,4188,guilt,when i betrayed my former girlfriend ,"['when', 'i', 'betrayed', 'my', 'former', 'girlfriend', '']"
4189,4189,guilt,i remember when i was a little boy i broke a swiss dinner set quite involuntarily ,"['i', 'remember', 'when', 'i', 'was', 'a', 'little', 'boy', 'i', 'broke', 'a', 'swiss', 'dinner', 'set', 'quite', 'involuntarily', '']"
4190,4190,disgust,a teacher gave me lower grades than i was entitled to  and was hoping for ,"['a', 'teacher', 'gave', 'me', 'lower', 'grades', 'than', 'i', 'was', 'entitled', 'to', '', 'and', 'was', 'hoping', 'for', '']"
4191,4191,joy,when i was a child  my beloved cat gave birth to four beautiful little kittens  before she had them  she came up to me and i followed her out  then witnessed them being born ,"['when', 'i', 'was', 'a', 'child', '', 'my', 'beloved', 'cat', 'gave', 'birth', 'to', 'four', 'beautiful', 'little', 'kittens', '', 'before', 'she', 'had', 'them', '', 'she', 'came', 'up', 'to', 'me', 'and', 'i', 'followed', 'her', 'out', '', 'then', 'witnessed', 'them', 'being', 'born', '']"
4192,4192,fear,that day i was alone at home after coming home from school   i did not know where everyone else had gone  i kept waiting for them to come back and nobody came   it was getting very late and i was terrified ,"['that', 'day', 'i', 'was', 'alone', 'at', 'home', 'after', 'coming', 'home', 'from', 'school', '', '', 'i', 'did', 'not', 'know', 'where', 'everyone', 'else', 'had', 'gone', '', 'i', 'kept', 'waiting', 'for', 'them', 'to', 'come', 'back', 'and', 'nobody', 'came', '', '', 'it', 'was', 'getting', 'very', 'late', 'and', 'i', 'was', 'terrified', '']"
4193,4193,shame,was caught stealing apples in a neighbor s garden ,"['was', 'caught', 'stealing', 'apples', 'in', 'a', 'neighbor', 's', 'garden', '']"
4194,4194,shame,several years ago i was caught riding the train without a ticket  the station mistress treated me like a criminal almost ,"['several', 'years', 'ago', 'i', 'was', 'caught', 'riding', 'the', 'train', 'without', 'a', 'ticket', '', 'the', 'station', 'mistress', 'treated', 'me', 'like', 'a', 'criminal', 'almost', '']"
4195,4195,disgust,when i saw all the starving people in ethiopia on t v   it felt awful to see such suffering ,"['when', 'i', 'saw', 'all', 'the', 'starving', 'people', 'in', 'ethiopia', 'on', 't', 'v', '', '', 'it', 'felt', 'awful', 'to', 'see', 'such', 'suffering', '']"
4196,4196,sadness,a friend of mine  who had repeated a year at school once before  did not pass the final examination and had to take it again half a year later ,"['a', 'friend', 'of', 'mine', '', 'who', 'had', 'repeated', 'a', 'year', 'at', 'school', 'once', 'before', '', 'did', 'not', 'pass', 'the', 'final', 'examination', 'and', 'had', 'to', 'take', 'it', 'again', 'half', 'a', 'year', 'later', '']"
4197,4197,anger,when i was studying in the library   preparing for a test  two people sitting next to me talked to each other for 20 minutes   there were no other seats so i could not go elsewhere and i did   not want to interrupt them  so i could only be angry in my heart ,"['when', 'i', 'was', 'studying', 'in', 'the', 'library', '', '', 'preparing', 'for', 'a', 'test', '', 'two', 'people', 'sitting', 'next', 'to', 'me', 'talked', 'to', 'each', 'other', 'for', '20', 'minutes', '', '', 'there', 'were', 'no', 'other', 'seats', 'so', 'i', 'could', 'not', 'go', 'elsewhere', 'and', 'i', 'did', '', '', 'not', 'want', 'to', 'interrupt', 'them', '', 'so', 'i', 'could', 'only', 'be', 'angry', 'in', 'my', 'heart', '']"
